Date Created,Tweets,Einschr_type,haltestellen,linien,von,bis
2023-04-12 10:44:35+00:00,"aufgehoben: unterbruch müllheim (baden) - heitersheim: 12.04.2023 10:33 - 12:29

der unterbruch des bahnverkehrs auf der strecke basel sbb - freiburg (breisgau) hbf zwischen müllheim (baden) und heitersheim ist aufgehoben.
es ist noch mit verspätungen zu… ",Aufgehoben:,basel sbb,EC,2023-04-12 10:33:00,2023-04-12 12:29:00
2023-04-11 18:44:02+00:00,"aufgehoben: unterbruch baden-baden - rastatt: 11.04.2023 19:33 - 20:36

der unterbruch des bahnverkehrs auf der strecke basel sbb - karlsruhe hbf zwischen baden-baden und rastatt ist aufgehoben.
es ist noch mit verspätungen und vereinzelten ausfällen zu… ",Aufgehoben:,basel sbb,EC,2023-04-11 19:33:00,2023-04-11 20:36:00
2023-04-11 18:01:32+00:00,"aufgehoben: einschränkung sitterdorf - bischofszell stadt: 11.04.2023 18:29 - 20:00

die einschränkung des bahnverkehrs auf der strecke weinfelden - st. gallen zwischen sitterdorf und bischofszell stadt ist aufgehoben.
die züge verkehren wieder nach… ",Aufgehoben:,st. gallen,EC,2023-04-11 18:29:00,2023-04-11 20:00:00
2023-04-11 17:47:03+00:00,"unterbruch baden-baden - rastatt: 11.04.2023 19:33 - 22:33

der bahnverkehr auf der strecke basel sbb - karlsruhe hbf ist zwischen baden-baden und rastatt unterbrochen.
betroffen sind die linien ice, ec, re.
es ist mit verspätungen und ausfällen zu… ",Unterbruch,basel sbb,ICE,2023-04-11 19:33:00,2023-04-11 22:33:00
2023-04-11 10:28:02+00:00,"aufgehoben: einschränkung zürich hb - zürich enge: 11.04.2023 11:49 - 12:21

die einschränkung des bahnverkehrs auf der strecke zürich hb - thalwil zwischen zürich hb und zürich enge ist aufgehoben.
es ist noch mit verspätungen und vereinzelten ausfällen… ",Aufgehoben:,zürich hb,EC,2023-04-11 11:49:00,2023-04-11 12:21:00
2023-04-10 17:44:07+00:00,"aufgehoben: einschränkung bern - olten: 10.04.2023 19:20 - 19:35

die einschränkung des bahnverkehrs zwischen bern und olten ist aufgehoben.
es ist noch mit verspätungen zu rechnen. ",Aufgehoben:,bern,EC,2023-04-10 19:20:00,2023-04-10 19:35:00
2023-04-10 17:44:07+00:00,"aufgehoben: einschränkung bern - olten: 10.04.2023 19:20 - 19:35

die einschränkung des bahnverkehrs zwischen bern und olten ist aufgehoben.
es ist noch mit verspätungen zu rechnen. ",Aufgehoben:,olten,EC,2023-04-10 19:20:00,2023-04-10 19:35:00
2023-04-10 12:21:33+00:00,"aufgehoben: unterbruch müllheim (baden) - bad krozingen: 10.04.2023 11:01 - 14:20

der unterbruch des bahnverkehrs auf der strecke basel sbb - freiburg (breisgau) hbf zwischen müllheim (baden) und bad krozingen ist aufgehoben.
es ist noch mit… ",Aufgehoben:,basel sbb,EC,2023-04-10 11:01:00,2023-04-10 14:20:00
2023-04-04 09:03:32+00:00,"aufgehoben: einschränkung glattbrugg - oberglatt zh: 04.04.2023 09:49 - 11:00

die einschränkung des bahnverkehrs auf der strecke zürich hb - schaffhausen zwischen glattbrugg und oberglatt zh ist aufgehoben.
es ist noch mit verspätungen und vereinzelten… ",Aufgehoben:,zürich hb,EC,2023-04-04 09:49:00,2023-04-04 11:00:00
2023-04-03 17:43:32+00:00,"aufgehoben: einschränkung zürich hardbrücke - zürich oerlikon: 03.04.2023 13:54 - 13:55

die einschränkung des bahnverkehrs auf der strecke zürich hb, gleise 41-44 - zürich oerlikon zwischen zürich hardbrücke und zürich oerlikon ist aufgehoben.
die züge… ",Aufgehoben:,zürich hb,EC,2023-04-03 13:54:00,2023-04-03 13:55:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,ICE,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,IC1,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,IC3,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,IC5,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,IC8,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 10:48:06+00:00,"einschränkung olten - aarau: 03.04.2023 11:40 - 13:05

der bahnverkehr zwischen olten und aarau ist eingeschränkt.
die einschränkung dauert bis ca. 15:00.
betroffen sind die linien tgv, ice, ic1, ic3, ic5, ic8, ir35, ir37, s11, s23, s26, s29.
es ist mit… ",Einschränkung,olten,IR37,2023-04-03 11:40:00,2023-04-03 13:05:00
2023-04-03 07:22:01+00:00,"aufgehoben: einschränkung luzern: 03.04.2023 03:47 - 09:30

die einschränkung des bahnverkehrs im bahnhof luzern ist aufgehoben.
es ist noch mit verspätungen und vereinzelten ausfällen zu rechnen. ",Aufgehoben:,luzern,EC,2023-04-03 03:47:00,2023-04-03 09:30:00
2023-04-03 05:43:02+00:00,"aufgehoben: unterbruch schwarzer bären - vögelinsegg: 03.04.2023 06:28 - 07:38

der unterbruch des bahnverkehrs auf der strecke st. gallen - trogen zwischen schwarzer bären und vögelinsegg ist aufgehoben.
die züge verkehren wieder nach fahrplan. ",Aufgehoben:,st. gallen,EC,2023-04-03 06:28:00,2023-04-03 07:38:00
2023-04-02 23:47:06+00:00,"aufgehoben: unterbruch jegenstorf - lohn-lüterkofen: 01.04.2023 00:12 - 03.04.2023 01:00

der unterbruch des bahnverkehrs auf der strecke bern - solothurn zwischen jegenstorf und lohn-lüterkofen ist aufgehoben.
die züge verkehren wieder nach fahrplan. ",Aufgehoben:,bern,EC,2023-04-01 00:12:00,2023-04-03 01:00:00
2023-04-02 08:22:35+00:00,"aufgehoben: einschränkung luzern - ebikon: 02.04.2023 09:59 - 10:13

die einschränkung des bahnverkehrs auf der strecke luzern - rotkreuz zwischen luzern und ebikon ist aufgehoben.
es ist noch mit verspätungen und vereinzelten ausfällen zu rechnen. ",Aufgehoben:,luzern,EC,2023-04-02 09:59:00,2023-04-02 10:13:00
2023-04-01 10:41:33+00:00,"unterbruch jegenstorf - lohn-lüterkofen: 01.04.2023 00:12 - 02.04.2023

der bahnverkehr auf der strecke bern - solothurn ist zwischen jegenstorf und lohn-lüterkofen unterbrochen.
grund dafür sind unwetterschäden.
die einschränkung dauert bis 03.04.2023,… ",Unterbruch,bern,EC,,
2023-03-31 23:26:02+00:00,"unterbruch jegenstorf - lohn-lüterkofen: 01.04.2023 00:12 - 23:59

der bahnverkehr auf der strecke bern - solothurn ist zwischen jegenstorf und lohn-lüterkofen unterbrochen.
grund dafür sind unwetterschäden.
die einschränkung dauert bis 02.04.2023, ca.… ",Unterbruch,bern,EC,2023-03-31 00:12:00,2023-03-31 23:59:00
2023-03-31 22:56:32+00:00,"unterbruch jegenstorf - lohn-lüterkofen: 01.04.2023 00:12 - 02.04.2023 01:00

der bahnverkehr auf der strecke bern - solothurn ist zwischen jegenstorf und lohn-lüterkofen unterbrochen.
grund dafür sind unwetterschäden.
die einschränkung dauert bis… ",Unterbruch,bern,EC,2023-04-01 00:12:00,2023-04-02 01:00:00
2023-03-31 22:21:33+00:00,"aufgehoben: unterbruch solothurn - jegenstorf: 31.03.2023 17:23 - 01.04.2023 00:13

der unterbruch des bahnverkehrs auf der strecke solothurn - bern zwischen solothurn und jegenstorf ist aufgehoben.
es ist noch mit verspätungen und vereinzelten ausfällen… ",Aufgehoben:,bern,EC,2023-03-31 17:23:00,2023-04-01 00:13:00
2023-03-31 16:21:32+00:00,"aufgehoben: einschränkung sempach-neuenkirch - emmenbrücke: 31.03.2023 17:44 - 18:50

die einschränkung des bahnverkehrs auf der strecke olten - luzern zwischen sempach-neuenkirch und emmenbrücke ist aufgehoben.
es ist noch mit verspätungen und… ",Aufgehoben:,olten,EC,2023-03-31 17:44:00,2023-03-31 18:50:00
2023-03-31 16:21:32+00:00,"aufgehoben: einschränkung sempach-neuenkirch - emmenbrücke: 31.03.2023 17:44 - 18:50

die einschränkung des bahnverkehrs auf der strecke olten - luzern zwischen sempach-neuenkirch und emmenbrücke ist aufgehoben.
es ist noch mit verspätungen und… ",Aufgehoben:,luzern,EC,2023-03-31 17:44:00,2023-03-31 18:50:00
2023-03-31 15:40:36+00:00,"aufgehoben: einschränkung müllheim (baden) - freiburg (breisgau) hbf: 31.03.2023 16:13 - 17:26

die einschränkung des bahnverkehrs auf der strecke basel sbb - freiburg (breisgau) hbf zwischen müllheim (baden) und freiburg (breisgau) hbf ist aufgehoben.… ",Aufgehoben:,basel sbb,EC,2023-03-31 16:13:00,2023-03-31 17:26:00
2023-03-29 06:18:06+00:00,"endmeldung: bern - laupen be: 29.03.2023 07:16 - 08:25

die störung zwischen flamatt und neuenegg konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-29 07:16:00,2023-03-29 08:25:00
2023-03-28 13:05:09+00:00,"endmeldung: zürich hb - zürich oerlikon: 28.03.2023 14:11 - 14:55

die störung im bahnhof zürich hardbrücke konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-28 14:11:00,2023-03-28 14:55:00
2023-03-28 06:40:33+00:00,"einschränkungen im bahnverkehr: olten - solothurn: 28.03.2023 04:25 - 10:00

grund: fahrleitungsstörung.
es ist mit verspätungen und umleitungen zu rechnen.
betroffene linien: ic5 .
dauer der einschränkung: bis voraussichtlich 9:00 uhr. ",Einschränkungen,olten,EC,2023-03-28 04:25:00,2023-03-28 10:00:00
2023-03-28 06:40:33+00:00,"einschränkungen im bahnverkehr: olten - solothurn: 28.03.2023 04:25 - 10:00

grund: fahrleitungsstörung.
es ist mit verspätungen und umleitungen zu rechnen.
betroffene linien: ic5 .
dauer der einschränkung: bis voraussichtlich 9:00 uhr. ",Einschränkungen,olten,IC5,2023-03-28 04:25:00,2023-03-28 10:00:00
2023-03-27 19:59:32+00:00,"einschränkungen im bahnverkehr: oensingen - olten: 27.03.2023 17:45 - 28.03.2023 02:00

grund: betriebsstörung.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
dauer der einschränkung: bis voraussichtlich 23:00 uhr.

bahnersatzfahrt:… ",Einschränkungen,olten,EC,2023-03-27 17:45:00,2023-03-28 02:00:00
2023-03-27 18:08:03+00:00,"endmeldung: zürich hb szu - zürich selnau: 27.03.2023 18:32 - 20:05

die störung zwischen zürich hb szu und zürich selnau konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-27 18:32:00,2023-03-27 20:05:00
2023-03-27 16:57:02+00:00,"einschränkungen im bahnverkehr: oensingen - olten: 27.03.2023 17:45 - 23:59

grund: betriebsstörung.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
dauer der einschränkung: bis voraussichtlich 1:00 uhr.

bahnersatzfahrt: oensingen,… ",Einschränkungen,olten,EC,2023-03-27 17:45:00,2023-03-27 23:59:00
2023-03-27 08:10:32+00:00,"endmeldung: delémont - basel sbb: 27.03.2023 09:44 - 10:01

die störung zwischen delémont und laufen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-03-27 09:44:00,2023-03-27 10:01:00
2023-03-27 07:54:32+00:00,"einschränkungen im bahnverkehr: delémont - basel sbb: 27.03.2023 09:44 - 12:44

grund: zug blockiert strecke.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic51, re, s3.
dauer der einschränkung: unbestimmt. ",Einschränkungen,basel sbb,IC5,2023-03-27 09:44:00,2023-03-27 12:44:00
2023-03-27 07:20:03+00:00,"endmeldung: bern - olten: 27.03.2023 07:57 - 09:05

die störung zwischen bern und olten konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-27 07:57:00,2023-03-27 09:05:00
2023-03-23 16:33:32+00:00,"einschränkungen im bahnverkehr: interlaken ost - luzern: 23.03.2023 14:49 - 18:00

grund: gleisschaden.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: bis voraussichtlich 18:45 uhr. ",Einschränkungen,luzern,EC,2023-03-23 14:49:00,2023-03-23 18:00:00
2023-03-23 14:09:32+00:00,"einschränkungen im bahnverkehr: meiringen - brünig-hasliberg: 23.03.2023 14:49 - 19:00

grund: gleisschaden.
es ist mit verspätungen und zugausfällen zu rechnen.
dauer der einschränkung: unbestimmt.

reisende von luzern nach interlaken ost reisen via bern. ",Einschränkungen,bern,EC,2023-03-23 14:49:00,2023-03-23 19:00:00
2023-03-22 22:58:06+00:00,"einschränkungen im bahnverkehr: lenzburg - luzern: 22.03.2023 20:08 - 23:59

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s9.
dauer der einschränkung: bis voraussichtlich 23:59 uhr.

bahnersatzfahrt: lenzburg, bahnhof - beinwil… ",Einschränkungen,luzern,EC,2023-03-22 20:08:00,2023-03-22 23:59:00
2023-03-22 12:28:06+00:00,"endmeldung: luzern - olten: 22.03.2023 11:00 - 13:20

die störung zwischen emmenbrücke und rothenburg station konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-03-22 11:00:00,2023-03-22 13:20:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,luzern,IC2,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,luzern,IR15,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,luzern,IR26,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,luzern,IR27,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,olten,IC2,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,olten,IR15,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,olten,IR26,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-22 12:21:07+00:00,"einschränkungen im bahnverkehr: luzern - olten: 22.03.2023 11:00 - 13:30

es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: ic21, ir15, ir26, ir27, re, s1, s29.
dauer der einschränkung: bis voraussichtlich 13:30 uhr.

reisende von… ",Einschränkungen,olten,IR27,2023-03-22 11:00:00,2023-03-22 13:30:00
2023-03-21 19:44:05+00:00,"endmeldung: basel sbb - mulhouse: 21.03.2023 20:00 - 21:00

die störung zwischen basel sbb und saint-louis (haut-rhin) konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-03-21 20:00:00,2023-03-21 21:00:00
2023-03-21 18:44:04+00:00,"einschränkungen im bahnverkehr: olten - solothurn: 21.03.2023 19:19 - 22:19

grund: technische störung an der bahnanlage in wangen an der aare.
betroffene linien: s20.
dauer der einschränkung: unbestimmt.

reisende von wangen an der aare nach olten… ",Einschränkungen,olten,EC,2023-03-21 19:19:00,2023-03-21 22:19:00
2023-03-21 08:38:33+00:00,"endmeldung: zürich hb - meilen: 21.03.2023 08:46 - 09:35

die störung zwischen zürich stadelhofen und zürich tiefenbrunnen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,zürich hb,EC,2023-03-21 08:46:00,2023-03-21 09:35:00
2023-03-20 22:46:33+00:00,"endmeldung: bern - thun: 20.03.2023 21:43 - 23:43

die störung im bahnhof münsingen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,bern,EC,2023-03-20 21:43:00,2023-03-20 23:43:00
2023-03-20 20:53:32+00:00,"einschränkungen im bahnverkehr: bern - thun: 20.03.2023 21:43 - 23:59

grund: personen in gleisnähe in münsingen.
es ist mit verspätungen zu rechnen.
betroffene linien: ic6, ic61, s1.
dauer der einschränkung: unbestimmt. ",Einschränkungen,bern,IC6,2023-03-20 21:43:00,2023-03-20 23:59:00
2023-03-19 11:46:04+00:00,"endmeldung: olten - bern: 19.03.2023 11:24 - 12:41

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,olten,EC,2023-03-19 11:24:00,2023-03-19 12:41:00
2023-03-19 11:46:04+00:00,"endmeldung: olten - bern: 19.03.2023 11:24 - 12:41

die störung zwischen olten und bern konnte behoben werden.
es ist noch mit verspätungen zu rechnen. ",Endmeldung:,bern,EC,2023-03-19 11:24:00,2023-03-19 12:41:00
2023-03-18 14:34:36+00:00,"verkehr wieder aufgenommen: zürich brunau - zürich leimbach: 18.03.2023 13:52 - 16:00

der bahnverkehr auf der strecke zürich hb szu - sihlwald ist zwischen zürich brunau und zürich leimbach wieder möglich. ",Verkehr,zürich hb,EC,2023-03-18 13:52:00,2023-03-18 16:00:00
2023-03-18 11:57:05+00:00,"einschränkungen im bahnverkehr: bern weissenbühl - thun: 18.03.2023 09:59 - 15:59

grund: technische störung an der bahnanlage.
es ist mit verspätungen und zugausfällen zu rechnen.
betroffene linien: s4, s44, s31.
dauer der einschränkung: bis… ",Einschränkungen,bern,EC,2023-03-18 09:59:00,2023-03-18 15:59:00
2023-03-17 11:02:33+00:00,"endmeldung: basel sbb - olten: 17.03.2023 00:08 - 11:30

die störung zwischen liestal und lausen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,basel sbb,EC,2023-03-17 00:08:00,2023-03-17 11:30:00
2023-03-17 11:02:33+00:00,"endmeldung: basel sbb - olten: 17.03.2023 00:08 - 11:30

die störung zwischen liestal und lausen konnte behoben werden.
es ist noch mit verspätungen und vereinzelten zugausfällen zu rechnen. ",Endmeldung:,olten,EC,2023-03-17 00:08:00,2023-03-17 11:30:00
2023-03-17 10:06:08+00:00,"einschränkungen im bahnverkehr: basel sbb - olten: 17.03.2023 00:08 - 11:30

grund: technische störung an der bahnanlage.
es ist mit verspätungen, zugausfällen und umleitungen zu rechnen.
betroffene linien: ice, tgv, ic3, ic6, ic21, ic61, ir26, ir37,… ",Einschränkungen,basel sbb,ICE,2023-03-17 00:08:00,2023-03-17 11:30:00
